Id,Product_Code,Product_Weight,Fat_Category,Visibility_Score,Category_Type,Retail_Price,Store_Code,Year_Opened,Store_Size,Location_Class,Store_Category,Total_Sales
1801,FDQ11,,Standard,0.067373081,Breads,258.8988,OUT027,1985,Standard,Rural,Superstore C,3083.9856
1802,FDM33,15.6,Reduced,0.087646694,Snack Foods,221.5798,OUT013,1987,Spacious,Rural,Superstore A,5509.495
1803,FDR10,17.6,Reduced,0.010096684,Snack Foods,160.4552,OUT017,2007,,Suburban,Superstore A,2599.2832
1804,FDZ49,11,Standard,0.13341564,Canned,218.7798,OUT045,2002,,Suburban,Superstore A,2203.798
1805,FDB57,20.25,Standard,0.018789455,Produce,222.0772,OUT013,1987,Spacious,Rural,Superstore A,3113.2808
1806,FDL52,,Standard,0.080697998,Frozen Foods,39.8506,OUT019,1985,Compact,Urban,MiniMart,37.9506
1807,FDO03,10.395,Standard,0.036957777,Proteins,230.5352,OUT045,2002,,Suburban,Superstore A,4580.704
1808,FDX20,7.365,Reduced,0.042552205,Produce,225.172,OUT035,2004,Compact,Suburban,Superstore A,3395.58
1809,FDA57,18.85,Reduced,0.039723999,Snack Foods,41.048,OUT045,2002,,Suburban,Superstore A,918.804
1810,DRH36,,Reduced,0.058444176,Beverages,73.0696,OUT019,1985,Compact,Urban,MiniMart,223.7088
1811,FDE57,,Reduced,0.036109413,Produce,140.6154,OUT027,1985,Standard,Rural,Superstore C,4538.0928
1812,FDF29,15.1,Standard,0.019965179,Frozen Foods,130.531,OUT049,1999,Standard,Urban,Superstore A,908.817
1813,FDY57,20.2,Standard,0.121442754,Snack Foods,94.9752,OUT049,1999,Standard,Urban,Superstore A,1342.2528
1814,FDT14,10.695,Standard,0.127727102,Edibles,121.144,OUT046,1997,Compact,Urban,Superstore A,1917.504
1815,NCJ18,12.35,Reduced,0.163941937,HomeGoods,117.0124,OUT046,1997,Compact,Urban,Superstore A,1540.6612
1816,FDT46,11.35,Reduced,0,Snack Foods,52.4008,OUT035,2004,Compact,Suburban,Superstore A,809.6128
1817,FDC45,17,Reduced,0.136008489,Produce,171.7106,OUT045,2002,,Suburban,Superstore A,1711.106
1818,FDX21,7.05,Reduced,0.084966021,Snack Foods,111.1912,OUT046,1997,Compact,Urban,Superstore A,1965.4416
1819,DRM35,9.695,Reduced,0.070843019,Hard Drinks,177.7344,OUT017,2007,,Suburban,Superstore A,1605.9096
1820,FDA20,6.78,Reduced,0.066608487,Produce,184.624,OUT035,2004,Compact,Suburban,Superstore A,5406.296
1821,NCK18,,Reduced,0.006665667,HomeGoods,164.1184,OUT027,1985,Standard,Rural,Superstore C,3797.7232
1822,NCT30,9.1,Reduced,0.134393836,HomeGoods,48.0718,OUT010,1998,,Rural,MiniMart,47.2718
1823,NCD07,9.1,Reduced,0.055514919,HomeGoods,112.5518,OUT049,1999,Standard,Urban,Superstore A,341.5554
1824,FDH21,,Reduced,0.054670967,Seafood,158.6604,OUT019,1985,Compact,Urban,MiniMart,316.9208
1825,FDR02,16.7,Reduced,0.022190488,Edibles,113.1886,OUT017,2007,,Suburban,Superstore A,3335.658
1826,DRG15,6.13,Reduced,0.076891526,Edibles,61.5536,OUT045,2002,,Suburban,Superstore A,796.2968
1827,DRK49,14.15,Reduced,0.035943717,Beverages,40.5138,OUT046,1997,Compact,Urban,Superstore A,446.7518
1828,DRH39,20.7,Reduced,0.09261307,Edibles,76.367,OUT013,1987,Spacious,Rural,Superstore A,306.268
1829,FDB05,5.155,Reduced,0.083198341,Frozen Foods,246.0776,OUT046,1997,Compact,Urban,Superstore A,990.7104
1830,DRM37,15.35,Reduced,0.096379585,Beverages,196.5768,OUT035,2004,Compact,Suburban,Superstore A,4729.8432
1831,FDN03,9.8,Standard,0.015087112,Proteins,250.1408,OUT035,2004,Compact,Suburban,Superstore A,4005.4528
1832,NCC55,10.695,Reduced,0.06375108,HomeGoods,36.7848,OUT035,2004,Compact,Suburban,Superstore A,782.9808
1833,FDK38,6.65,Reduced,0.053372768,Canned,149.5734,OUT049,1999,Standard,Urban,Superstore A,2524.0478
1834,FDL52,,Standard,0.04586701,Frozen Foods,37.9506,OUT027,1985,Standard,Rural,Superstore C,910.8144
1835,NCZ54,14.65,Reduced,0,HomeGoods,161.5552,OUT010,1998,,Rural,MiniMart,324.9104
1836,FDB02,,Standard,0.029023048,Canned,177.837,OUT027,1985,Standard,Rural,Superstore C,6704.606
1837,FDE36,5.26,Standard,0.041837331,Baking Goods,161.8868,OUT049,1999,Standard,Urban,Superstore A,5077.3908
1838,FDD29,12.15,Reduced,0.030815427,Frozen Foods,252.0698,OUT010,1998,,Rural,MiniMart,1014.6792
1839,FDK20,,Standard,0.072762086,Produce,120.9072,OUT019,1985,Compact,Urban,MiniMart,122.5072
1840,FDK52,18.25,Reduced,0.132596101,Frozen Foods,226.2062,OUT010,1998,,Rural,MiniMart,677.1186
1841,FDC28,7.905,Reduced,0,Frozen Foods,109.1254,OUT017,2007,,Suburban,Superstore A,1627.881
1842,NCY06,15.25,Reduced,0.061434045,HomeGoods,130.9968,OUT018,2009,Standard,Rural,Superstore B,2348.9424
1843,FDH27,7.075,Reduced,0.058676973,Edibles,142.0128,OUT017,2007,,Suburban,Superstore A,2588.6304
1844,FDM15,11.8,Standard,0.057373797,Proteins,151.4366,OUT013,1987,Spacious,Rural,Superstore A,1360.2294
1845,FDS12,9.1,Reduced,0.173973652,Baking Goods,126.5362,OUT013,1987,Spacious,Rural,Superstore A,1761.7068
1846,FDS11,7.05,Standard,0.05587277,Breads,222.1088,OUT017,2007,,Suburban,Superstore A,4026.7584
1847,FDT57,15.2,Reduced,0.019064377,Snack Foods,238.2248,OUT049,1999,Standard,Urban,Superstore A,3555.372
1848,NCJ30,5.82,Reduced,0.080640478,HomeGoods,167.779,OUT046,1997,Compact,Urban,Superstore A,2886.243
1849,NCN06,8.39,Reduced,0.120474481,HomeGoods,165.5868,OUT035,2004,Compact,Suburban,Superstore A,1965.4416
1850,FDC03,8.575,Standard,0.071958197,Edibles,195.3794,OUT049,1999,Standard,Urban,Superstore A,3511.4292
1851,FDU55,16.2,Reduced,0.036057562,Produce,260.3278,OUT018,2009,Standard,Rural,Superstore B,2342.9502
1852,NCB43,20.2,Reduced,0,HomeGoods,187.1898,OUT013,1987,Spacious,Rural,Superstore A,2993.4368
1853,FDA11,7.75,Reduced,0.043238822,Baking Goods,92.5436,OUT046,1997,Compact,Urban,Superstore A,1701.7848
1854,FDW38,5.325,Standard,0,Edibles,55.8298,OUT035,2004,Compact,Suburban,Superstore A,485.3682
1855,FDG33,,Standard,0.13956116,Seafood,170.4764,OUT027,1985,Standard,Rural,Superstore C,3435.528
1856,FDN12,15.6,Reduced,0.081562686,Baking Goods,112.7544,OUT017,2007,,Suburban,Superstore A,1118.544
1857,FDC17,,Reduced,0.015385857,Frozen Foods,208.9928,OUT027,1985,Standard,Rural,Superstore C,9678.0688
1858,FDM51,11.8,Standard,0,Proteins,102.4674,OUT010,1998,,Rural,MiniMart,203.7348
1859,FDR52,12.65,Standard,0.076474728,Frozen Foods,191.8846,OUT017,2007,,Suburban,Superstore A,1146.5076
1860,NCJ19,18.6,Reduced,0.118661426,Others,58.7588,OUT018,2009,Standard,Rural,Superstore B,858.882
1861,FDJ09,15,Reduced,0.058346234,Snack Foods,44.0744,OUT013,1987,Spacious,Rural,Superstore A,633.8416
1862,NCP41,,Reduced,0.028382853,Health and Hygiene,109.4596,OUT019,1985,Compact,Urban,MiniMart,647.1576
1863,FDB32,20.6,Reduced,0.023585598,Produce,94.7778,OUT017,2007,,Suburban,Superstore A,1314.2892
1864,NCX18,14.15,Reduced,0,HomeGoods,197.111,OUT049,1999,Standard,Urban,Superstore A,3731.809
1865,FDL27,6.17,Reduced,0.010630949,Proteins,65.9826,OUT046,1997,Compact,Urban,Superstore A,1162.4868
1866,FDS31,,Standard,0.043978369,Produce,178.4318,OUT027,1985,Standard,Rural,Superstore C,2526.0452
1867,FDY36,12.3,Reduced,0.009463757,Baking Goods,73.838,OUT017,2007,,Suburban,Superstore A,1245.046
1868,FDK16,9.065,Reduced,0.115233813,Frozen Foods,94.4094,OUT013,1987,Spacious,Rural,Superstore A,2856.282
1869,FDR01,,Standard,0.05336162,Canned,200.1742,OUT027,1985,Standard,Rural,Superstore C,6171.3002
1870,NCG43,20.2,Reduced,0.074177667,HomeGoods,93.2462,OUT013,1987,Spacious,Rural,Superstore A,1018.0082
1871,DRE12,4.59,Reduced,0.070780558,Beverages,114.586,OUT046,1997,Compact,Urban,Superstore A,1245.046
1872,FDR44,6.11,Standard,0,Produce,131.2968,OUT010,1998,,Rural,MiniMart,260.9936
1873,FDU15,13.65,Standard,0.026643448,Proteins,37.9532,OUT049,1999,Standard,Urban,Superstore A,862.8768
1874,FDC52,11.15,Standard,0.008326735,Edibles,149.9708,OUT017,2007,,Suburban,Superstore A,1956.1204
1875,FDG21,17.35,Standard,0.146527359,Seafood,147.905,OUT049,1999,Standard,Urban,Superstore A,2247.075
1876,FDR35,12.5,Reduced,0.020697723,Breads,198.8742,OUT046,1997,Compact,Urban,Superstore A,5773.1518
1877,NCW53,18.35,Reduced,0.030556922,Health and Hygiene,190.6162,OUT045,2002,,Suburban,Superstore A,3271.0754
1878,FDM12,16.7,Standard,0.117026714,Baking Goods,189.2214,OUT010,1998,,Rural,MiniMart,188.4214
1879,NCM31,6.095,Reduced,0.08152738,Others,140.3154,OUT018,2009,Standard,Rural,Superstore B,1843.6002
1880,FDO31,6.76,Standard,0.028982682,Produce,79.596,OUT046,1997,Compact,Urban,Superstore A,1438.128
1881,FDR19,13.5,Standard,0.159587755,Produce,145.3102,OUT013,1987,Spacious,Rural,Superstore A,729.051
1882,NCN06,8.39,Reduced,0.121178848,HomeGoods,165.1868,OUT017,2007,,Suburban,Superstore A,2784.3756
1883,NCZ54,14.65,Reduced,0.083698962,HomeGoods,163.4552,OUT018,2009,Standard,Rural,Superstore B,2599.2832
1884,NCH29,5.51,Reduced,0.034668802,Health and Hygiene,98.5726,OUT017,2007,,Suburban,Superstore A,1761.7068
1885,NCR54,16.35,Reduced,0.090562192,HomeGoods,198.211,OUT046,1997,Compact,Urban,Superstore A,1964.11
1886,FDN58,13.8,Standard,0.056825065,Snack Foods,230.9984,OUT013,1987,Spacious,Rural,Superstore A,4633.968
1887,FDB45,20.85,Reduced,0.021362955,Produce,103.2306,OUT049,1999,Standard,Urban,Superstore A,2404.2038
1888,FDB14,20.25,Standard,0.102704495,Canned,94.312,OUT035,2004,Compact,Suburban,Superstore A,2982.784
1889,NCA05,20.75,Reduced,0.025169703,Health and Hygiene,150.4734,OUT049,1999,Standard,Urban,Superstore A,1187.7872
1890,FDH17,16.2,Standard,0.016650191,Frozen Foods,97.4726,OUT035,2004,Compact,Suburban,Superstore A,1174.4712
1891,FDG58,10.695,Standard,0.086764795,Snack Foods,156.7972,OUT035,2004,Compact,Suburban,Superstore A,3427.5384
1892,FDE46,18.6,Reduced,0.015858893,Snack Foods,152.9366,OUT017,2007,,Suburban,Superstore A,453.4098
1893,FDH38,,Reduced,0.018275994,Canned,115.2808,OUT019,1985,Compact,Urban,MiniMart,117.1808
1894,FDB51,6.92,Reduced,0.038454076,Edibles,61.5852,OUT046,1997,Compact,Urban,Superstore A,813.6076
1895,FDY28,7.47,Standard,0.153011599,Frozen Foods,215.2218,OUT017,2007,,Suburban,Superstore A,3419.5488
1896,FDR15,9.3,Standard,0.033489979,Proteins,156.6314,OUT049,1999,Standard,Urban,Superstore A,1241.0512
1897,FDR52,12.65,Standard,0.127283051,Frozen Foods,191.7846,OUT010,1998,,Rural,MiniMart,382.1692
1898,FDA49,,Reduced,0.113669629,Canned,89.0198,OUT019,1985,Compact,Urban,MiniMart,174.4396
1899,DRC24,17.85,Reduced,0.02492239,Beverages,153.4998,OUT018,2009,Standard,Rural,Superstore B,2922.1962
1900,FDQ08,15.7,Standard,0.01903743,Produce,60.5536,OUT017,2007,,Suburban,Superstore A,490.0288
1901,FDO10,,Standard,0,Snack Foods,58.7588,OUT019,1985,Compact,Urban,MiniMart,400.8116
1902,FDZ51,11.3,Standard,0.054637635,Proteins,93.3094,OUT049,1999,Standard,Urban,Superstore A,3046.7008
1903,FDD29,12.15,Reduced,0.018485511,Frozen Foods,253.1698,OUT018,2009,Standard,Rural,Superstore B,1522.0188
1904,FDD53,16.2,Reduced,0.044472637,Frozen Foods,43.3454,OUT017,2007,,Suburban,Superstore A,922.7988
1905,FDA37,7.81,Standard,0.055451725,Canned,122.6046,OUT018,2009,Standard,Rural,Superstore B,2365.5874
1906,FDS45,,Standard,0.051643608,Snack Foods,107.3622,OUT019,1985,Compact,Urban,MiniMart,317.5866
1907,DRH37,17.6,Reduced,0.041851756,Beverages,162.7526,OUT017,2007,,Suburban,Superstore A,3124.5994
1908,FDA03,18.5,Standard,0,Edibles,144.2102,OUT035,2004,Compact,Suburban,Superstore A,2041.3428
1909,DRM59,5.88,Reduced,0.003606726,Hard Drinks,154.1998,OUT018,2009,Standard,Rural,Superstore B,1384.1982
1910,FDR01,,Standard,0.093883945,Canned,200.4742,OUT019,1985,Compact,Urban,MiniMart,398.1484
1911,FDQ23,6.55,Reduced,0.024521191,Breads,100.6332,OUT035,2004,Compact,Suburban,Superstore A,2665.8632
1912,FDN33,6.305,Standard,0.123115764,Snack Foods,95.6436,OUT046,1997,Compact,Urban,Superstore A,661.8052
1913,NCK06,5.03,Reduced,0.008644894,HomeGoods,122.6756,OUT035,2004,Compact,Suburban,Superstore A,2665.8632
1914,FDB41,19,Standard,0.097313129,Frozen Foods,48.0718,OUT046,1997,Compact,Urban,Superstore A,992.7078
1915,FDW45,18,Reduced,0.038978526,Snack Foods,148.6418,OUT013,1987,Spacious,Rural,Superstore A,2795.6942
1916,FDQ44,20.5,Reduced,0.036344721,Produce,122.3756,OUT017,2007,,Suburban,Superstore A,2544.6876
1917,FDZ46,7.485,Reduced,0.069514712,Snack Foods,108.7228,OUT017,2007,,Suburban,Superstore A,1326.2736
1918,FDA28,16.1,Standard,0.047801883,Frozen Foods,127.4362,OUT046,1997,Compact,Urban,Superstore A,2265.0516
1919,FDM57,11.65,Standard,0.076002991,Snack Foods,83.4908,OUT045,2002,,Suburban,Superstore A,503.3448
1920,FDH09,12.6,Reduced,0.056394771,Seafood,51.3982,OUT017,2007,,Suburban,Superstore A,473.3838
1921,DRL60,8.52,Reduced,0.027114238,Beverages,151.9682,OUT045,2002,,Suburban,Superstore A,1677.1502
1922,FDS33,6.67,Standard,0.12332588,Snack Foods,90.2514,OUT013,1987,Spacious,Rural,Superstore A,974.0654
1923,FDR51,9.035,Standard,0.174450933,Proteins,151.0708,OUT017,2007,,Suburban,Superstore A,2708.4744
1924,DRD37,9.8,Reduced,0.02316823,Beverages,47.506,OUT010,1998,,Rural,MiniMart,186.424
1925,FDQ34,10.85,Reduced,0.162107603,Snack Foods,106.3622,OUT013,1987,Spacious,Rural,Superstore A,2117.244
1926,FDC22,6.89,Standard,0.136984147,Snack Foods,192.682,OUT018,2009,Standard,Rural,Superstore B,2703.148
1927,NCO18,13.15,Reduced,0.024651269,HomeGoods,179.5686,OUT046,1997,Compact,Urban,Superstore A,1422.1488
1928,FDK22,9.8,Reduced,0.026192765,Snack Foods,215.685,OUT018,2009,Standard,Rural,Superstore B,649.155
1929,FDE40,,Standard,0.098663652,Edibles,62.9194,OUT027,1985,Standard,Rural,Superstore C,2105.2596
1930,FDR12,12.6,Standard,0.031598706,Baking Goods,172.9764,OUT045,2002,,Suburban,Superstore A,2233.0932
1931,FDE14,13.65,Standard,0.031573246,Canned,99.47,OUT018,2009,Standard,Rural,Superstore B,299.61
1932,FDB29,16.7,Standard,0.052493162,Frozen Foods,113.9176,OUT049,1999,Standard,Urban,Superstore A,2519.3872
1933,FDK10,,Standard,0.04016342,Snack Foods,181.166,OUT027,1985,Standard,Rural,Superstore C,3415.554
1934,NCR41,17.85,Reduced,0.01806055,Health and Hygiene,97.0094,OUT045,2002,,Suburban,Superstore A,2094.6068
1935,FDD41,,Standard,0.086837543,Frozen Foods,106.2306,OUT027,1985,Standard,Rural,Superstore C,2090.612
1936,NCD42,16.5,Reduced,0.012689327,Health and Hygiene,39.7506,OUT018,2009,Standard,Rural,Superstore B,227.7036
1937,FDX49,4.615,Standard,0.102407778,Canned,234.33,OUT017,2007,,Suburban,Superstore A,3961.51
1938,FDI34,10.65,Standard,0.085617517,Snack Foods,229.3668,OUT017,2007,,Suburban,Superstore A,2303.668
1939,FDG47,12.8,Reduced,0.069902438,Starchy Foods,261.3252,OUT018,2009,Standard,Rural,Superstore B,3410.2276
1940,NCY41,16.75,Reduced,0.075889215,Health and Hygiene,37.6532,OUT045,2002,,Suburban,Superstore A,575.2512
1941,FDU23,12.15,Reduced,0.021757269,Breads,165.0184,OUT049,1999,Standard,Urban,Superstore A,3302.368
1942,NCO43,5.5,Reduced,0.047059016,Others,100.1016,OUT013,1987,Spacious,Rural,Superstore A,2125.2336
1943,DRF23,4.61,Reduced,0.123151947,Hard Drinks,175.2396,OUT018,2009,Standard,Rural,Superstore B,2093.2752
1944,FDP21,,Standard,0.025616191,Snack Foods,188.1872,OUT027,1985,Standard,Rural,Superstore C,6239.8776
1945,DRH13,8.575,Reduced,0.023866079,Beverages,107.128,OUT013,1987,Spacious,Rural,Superstore A,958.752
1946,NCI42,18.75,Reduced,0.010381661,HomeGoods,207.8954,OUT049,1999,Standard,Urban,Superstore A,2292.3494
1947,FDJ56,8.985,Reduced,0.184440421,Produce,99.67,OUT017,2007,,Suburban,Superstore A,3295.71
1948,FDC35,7.435,Reduced,0.123338082,Starchy Foods,206.1638,OUT018,2009,Standard,Rural,Superstore B,1656.5104
1949,FDE56,17.25,Standard,0.159165324,Produce,63.4194,OUT035,2004,Compact,Suburban,Superstore A,1547.985
1950,FDU38,10.8,Reduced,0.138171603,Edibles,191.4504,OUT010,1998,,Rural,MiniMart,575.2512
1951,NCQ54,17.7,Reduced,0.020993364,HomeGoods,166.8474,OUT010,1998,,Rural,MiniMart,168.4474
1952,DRH39,20.7,Reduced,0,Edibles,78.467,OUT046,1997,Compact,Urban,Superstore A,1607.907
1953,FDY22,16.5,Standard,0.159720671,Snack Foods,144.5128,OUT046,1997,Compact,Urban,Superstore A,3595.32
1954,FDY55,16.75,Reduced,0.081485126,Produce,258.0988,OUT045,2002,,Suburban,Superstore A,8994.958
1955,FDH04,6.115,Standard,0.011419301,Frozen Foods,91.0488,OUT018,2009,Standard,Rural,Superstore B,1629.8784
1956,DRI23,18.85,Reduced,0.137410256,Hard Drinks,161.7578,OUT049,1999,Standard,Urban,Superstore A,1604.578
1957,FDQ15,20.35,Standard,0,Proteins,81.6276,OUT046,1997,Compact,Urban,Superstore A,1787.0072
1958,FDD34,7.945,Reduced,0.015863075,Snack Foods,161.821,OUT013,1987,Spacious,Rural,Superstore A,2446.815
1959,FDG52,13.65,Reduced,0.065576228,Frozen Foods,47.7402,OUT013,1987,Spacious,Rural,Superstore A,643.1628
1960,DRK35,8.365,Reduced,0.071992202,Hard Drinks,38.3506,OUT045,2002,,Suburban,Superstore A,986.7156
1961,FDP58,,Reduced,0.236616754,Snack Foods,217.6482,OUT019,1985,Compact,Urban,MiniMart,219.0482
1962,FDU48,18.85,Reduced,0.055671582,Baking Goods,133.3284,OUT017,2007,,Suburban,Superstore A,263.6568
1963,FDW24,6.8,Reduced,0.03749705,Baking Goods,49.9034,OUT046,1997,Compact,Urban,Superstore A,194.4136
1964,NCQ42,20.35,Reduced,0.039428167,HomeGoods,127.9678,OUT018,2009,Standard,Rural,Superstore B,3560.6984
1965,NCZ42,10.5,Reduced,0.011285795,HomeGoods,235.8248,OUT035,2004,Compact,Suburban,Superstore A,4266.4464
1966,NCQ06,13,Reduced,0.041789718,HomeGoods,256.1014,OUT013,1987,Spacious,Rural,Superstore A,2550.014
1967,FDK21,7.905,Reduced,0.010003987,Snack Foods,250.7408,OUT013,1987,Spacious,Rural,Superstore A,5757.8384
1968,FDU11,4.785,Reduced,0.0931174,Breads,118.6098,OUT017,2007,,Suburban,Superstore A,361.5294
1969,NCB42,,Reduced,0.008519718,Health and Hygiene,116.9492,OUT027,1985,Standard,Rural,Superstore C,2780.3808
1970,FDC23,18,Reduced,0.017979145,Starchy Foods,178.3686,OUT018,2009,Standard,Rural,Superstore B,3199.8348
1971,FDW59,13.15,Reduced,0.020698674,Breads,86.3566,OUT013,1987,Spacious,Rural,Superstore A,1099.2358
1972,NCO55,,Reduced,0.159394437,Others,105.6938,OUT019,1985,Compact,Urban,MiniMart,214.3876
1973,FDH40,11.6,Standard,0.079376029,Frozen Foods,81.7276,OUT017,2007,,Suburban,Superstore A,1949.4624
1974,NCX05,15.2,Reduced,0.162462044,Health and Hygiene,117.6492,OUT010,1998,,Rural,MiniMart,347.5476
1975,FDD44,8.05,Standard,0,Produce,257.5646,OUT013,1987,Spacious,Rural,Superstore A,5153.292
1976,FDY44,14.15,Standard,0.024503972,Produce,195.111,OUT018,2009,Standard,Rural,Superstore B,982.055
1977,NCE06,,Reduced,0.091042211,HomeGoods,162.6894,OUT027,1985,Standard,Rural,Superstore C,2588.6304
1978,FDW19,12.35,Standard,0.064441812,Produce,110.957,OUT010,1998,,Rural,MiniMart,219.714
1979,DRB24,8.785,Reduced,0.020618957,Beverages,153.0656,OUT045,2002,,Suburban,Superstore A,4170.5712
1980,FDP13,8.1,Standard,0.134532392,Canned,39.448,OUT049,1999,Standard,Urban,Superstore A,878.856
1981,FDB36,5.465,Standard,0.048486801,Baking Goods,131.2626,OUT013,1987,Spacious,Rural,Superstore A,3410.2276
1982,FDJ21,16.7,Standard,0.038528228,Snack Foods,143.9102,OUT046,1997,Compact,Urban,Superstore A,1749.7224
1983,FDM09,11.15,Standard,0.086281593,Snack Foods,170.579,OUT018,2009,Standard,Rural,Superstore B,1358.232
1984,DRM49,6.11,Standard,0.151925271,Beverages,46.6086,OUT035,2004,Compact,Suburban,Superstore A,624.5204
1985,FDF32,16.35,Reduced,0.0680243,Produce,196.4426,OUT013,1987,Spacious,Rural,Superstore A,1977.426
1986,FDM24,6.135,Standard,0,Baking Goods,151.3366,OUT045,2002,,Suburban,Superstore A,1057.9562
1987,FDL46,20.35,Reduced,0.054056927,Snack Foods,116.8466,OUT046,1997,Compact,Urban,Superstore A,2356.932
1988,NCJ31,19.2,Reduced,0.18293775,Others,243.0196,OUT049,1999,Standard,Urban,Superstore A,3615.294
1989,FDG02,,Reduced,0.019716846,Canned,191.9188,OUT019,1985,Compact,Urban,MiniMart,571.2564
1990,NCE54,,Reduced,0.026769592,HomeGoods,77.0354,OUT027,1985,Standard,Rural,Superstore C,2332.2974
1991,NCO53,16.2,Reduced,0,Health and Hygiene,182.1608,OUT049,1999,Standard,Urban,Superstore A,3123.9336
1992,FDU04,7.93,Reduced,0.005557062,Frozen Foods,122.1414,OUT049,1999,Standard,Urban,Superstore A,2924.1936
1993,FDK15,10.8,Reduced,0.164724567,Proteins,98.4042,OUT010,1998,,Rural,MiniMart,99.2042
1994,FDV52,20.7,Standard,0.12152072,Frozen Foods,118.0466,OUT046,1997,Compact,Urban,Superstore A,1060.6194
1995,FDE50,,Standard,0.01612717,Canned,189.3556,OUT027,1985,Standard,Rural,Superstore C,2253.0672
1996,NCJ05,18.7,Reduced,0.046079558,Health and Hygiene,151.5682,OUT035,2004,Compact,Suburban,Superstore A,1982.0866
1997,FDE08,18.2,Reduced,0.082551042,Produce,147.3734,OUT010,1998,,Rural,MiniMart,296.9468
1998,FDU21,11.8,Standard,0.076705948,Snack Foods,34.7558,OUT035,2004,Compact,Suburban,Superstore A,780.9834
1999,FDG33,5.365,Standard,0.140811559,Seafood,173.5764,OUT018,2009,Standard,Rural,Superstore B,2061.3168
2000,FDS15,9.195,Standard,0.130657442,Proteins,106.4596,OUT010,1998,,Rural,MiniMart,215.7192
2001,FDA35,,Standard,0.05357685,Baking Goods,122.2072,OUT027,1985,Standard,Rural,Superstore C,3552.7088
2002,FDB26,14,Standard,0.031261583,Canned,52.564,OUT035,2004,Compact,Suburban,Superstore A,639.168
2003,FDB35,12.3,Standard,0.064618976,Starchy Foods,89.8804,OUT046,1997,Compact,Urban,Superstore A,1286.3256
2004,FDO45,13.15,Standard,0.038167453,Snack Foods,89.4856,OUT017,2007,,Suburban,Superstore A,1230.3984
2005,NCN07,18.5,Reduced,0.033938279,Others,132.5284,OUT035,2004,Compact,Suburban,Superstore A,1318.284
2006,FDE04,19.75,Standard,0.018096488,Frozen Foods,179.566,OUT018,2009,Standard,Rural,Superstore B,2696.49
2007,FDP11,,Reduced,0.068765925,Breads,216.9166,OUT027,1985,Standard,Rural,Superstore C,4354.332
2008,FDQ44,20.5,Reduced,0.036287517,Produce,121.2756,OUT018,2009,Standard,Rural,Superstore B,2181.1608
2009,FDO34,17.7,Reduced,0.030060895,Snack Foods,166.4816,OUT018,2009,Standard,Rural,Superstore B,2013.3792
2010,FDT22,,Reduced,0.111554381,Snack Foods,59.822,OUT027,1985,Standard,Rural,Superstore C,1677.816
2011,FDE59,12.15,Reduced,0.062640143,Starchy Foods,36.6532,OUT017,2007,,Suburban,Superstore A,251.6724
2012,FDJ34,11.8,Standard,0.093801337,Snack Foods,126.0704,OUT049,1999,Standard,Urban,Superstore A,1251.704
2013,FDF08,14.3,Standard,0.065153295,Produce,88.4856,OUT013,1987,Spacious,Rural,Superstore A,1406.1696
2014,DRM49,6.11,Standard,0.152813518,Beverages,45.6086,OUT017,2007,,Suburban,Superstore A,1025.9978
2015,FDJ28,12.3,Reduced,0.021860985,Frozen Foods,193.3162,OUT046,1997,Compact,Urban,Superstore A,3078.6592
2016,FDQ12,12.65,Reduced,0.035404052,Baking Goods,230.601,OUT035,2004,Compact,Suburban,Superstore A,2067.309
2017,NCA18,10.1,Reduced,0.056030907,HomeGoods,115.1492,OUT013,1987,Spacious,Rural,Superstore A,1737.738
2018,FDT04,17.25,Reduced,0.107258822,Frozen Foods,40.1822,OUT045,2002,,Suburban,Superstore A,510.6686
2019,NCC43,7.39,Reduced,0.093160853,HomeGoods,251.3066,OUT018,2009,Standard,Rural,Superstore B,1004.0264
2020,FDY39,5.305,Standard,0.04710181,Proteins,181.8608,OUT049,1999,Standard,Urban,Superstore A,4594.02
2021,FDB34,15.25,Reduced,0.026651184,Snack Foods,86.6198,OUT049,1999,Standard,Urban,Superstore A,1657.1762
2022,NCP02,7.105,Reduced,0.075000682,HomeGoods,61.0562,OUT010,1998,,Rural,MiniMart,296.281
2023,FDZ23,17.75,Standard,0.067446626,Baking Goods,184.724,OUT013,1987,Spacious,Rural,Superstore A,1677.816
2024,NCE06,,Reduced,0.160178832,HomeGoods,160.2894,OUT019,1985,Compact,Urban,MiniMart,323.5788
2025,FDT11,5.94,Standard,0.029538509,Breads,189.4556,OUT017,2007,,Suburban,Superstore A,1877.556
2026,FDW51,6.155,Standard,0.094807042,Proteins,213.356,OUT049,1999,Standard,Urban,Superstore A,3835.008
2027,FDY34,,Standard,0.010928678,Snack Foods,167.0842,OUT027,1985,Standard,Rural,Superstore C,6465.5838
2028,FDU23,12.15,Reduced,0.021705417,Breads,163.5184,OUT013,1987,Spacious,Rural,Superstore A,3137.2496
2029,NCC18,,Reduced,0.176411579,HomeGoods,173.2422,OUT027,1985,Standard,Rural,Superstore C,2069.3064
2030,FDD56,15.2,Standard,0.10377827,Produce,175.6054,OUT046,1997,Compact,Urban,Superstore A,2451.4756
2031,FDK34,13.35,Reduced,0.038744606,Snack Foods,239.3564,OUT017,2007,,Suburban,Superstore A,3098.6332
2032,FDO28,,Reduced,0.126585095,Frozen Foods,122.4098,OUT019,1985,Compact,Urban,MiniMart,120.5098
